MAL_ID,eng_version,Score,Genres,Episodes,Type,Studios,Completed,Rating,Producers,Duration,Members
1929,Pretty Cure Max Heart,6.94,"Action, Comedy, Fantasy, Magic, Shoujo",47,TV,Toei Animation,8207,G - All Ages,Asahi Broadcasting,25 min. per ep.,13407
34795,Tamashii Insert,6.94,Hentai,2,OVA,,9159,Rx - Hentai,Mary Jane,17 min. per ep.,13825
24347,Inazuma Eleven: Chou Jigen Dream Match,6.94,"Sports, Super Power, Shounen",1,Movie,OLM,5705,G - All Ages,"TV Tokyo, Dentsu Tec",49 min.,7384
33204,Napping Princess,6.94,"Adventure, Fantasy, Mecha, Sci-Fi",1,Movie,Signal.MD,12269,PG-13 - Teens 13 or older,"Production I.G, VAP, Yomiuri Telecasting, HoriPro, Bandai, Warner Bros. Japan, Nippon Television Network, Lawson HMV Entertainment, Hakuhodo DY Media Partners, Nishinippon Broadcasting, Hulu, Kadokawa, KDDI, Sapporo Television Broadcasting, Miyagi Television Broadcasting, Shizuoka Daiichi Television, Chukyo TV Broadcasting, Hiroshima Television, Fukuoka Broadcasting System",1 hr. 46 min.,31616
12959,Ojousama☆Yomeiri Kousou!,6.94,Hentai,2,OVA,,4875,Rx - Hentai,Mary Jane,16 min. per ep.,9128
29089,Monster List,6.94,"Action, Comedy, Fantasy, Romance",18,ONA,Haoliners Animation League,4935,PG-13 - Teens 13 or older,"Tencent Animation & Comics, iQIYI",13 min. per ep.,21195
2084,NG Knight Ramune & 40,6.93,"Adventure, Comedy, Fantasy, Mecha, Shounen",38,TV,Production Reed,850,PG-13 - Teens 13 or older,,22 min. per ep.,2423
32518,Shoujo kara Shoujo e...,6.93,Hentai,2,OVA,BreakBottle,2714,Rx - Hentai,EDGE,16 min. per ep.,5744
2165,Gegege no Kitarou (2007),6.93,"Comedy, Horror, Fantasy",100,TV,Toei Animation,1137,G - All Ages,,24 min. per ep.,4172
30375,Starmyu,6.93,"Music, School, Slice of Life",12,TV,C-Station,18854,PG-13 - Teens 13 or older,NBCUniversal Entertainment Japan,24 min. per ep.,38719
5042,Kiss x Sis,6.93,"Comedy, Ecchi, Harem, Romance, School, Seinen",12,OVA,feel.,163235,R+ - Mild Nudity,,24 min. per ep.,256088
11569,Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,6.93,"Fantasy, Magic, Music, Shoujo",1,OVA,Toei Animation,1062,G - All Ages,,14 min.,1972
4646,Cobra The Animation: The Psycho-Gun,6.93,"Action, Adventure, Mecha, Sci-Fi, Space",4,OVA,Magic Bus,2640,PG-13 - Teens 13 or older,,30 min. per ep.,4528
41236,Chiisana Tsubomi no Sono Oku ni...,6.93,Hentai,,OVA,PoRO,7,Rx - Hentai,Nur,30 min.,3586
174,Tenjho Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",24,TV,Madhouse,100783,R - 17+ (violence & profanity),TV Asahi,23 min. per ep.,158482
4983,Hells,6.93,"Adventure, Comedy, Horror",1,Movie,Madhouse,10220,PG-13 - Teens 13 or older,,1 hr. 57 min.,22770
10694,Bloods: Inraku no Ketsuzoku 2,6.93,Hentai,2,OVA,PoRO,7437,Rx - Hentai,,30 min. per ep.,13280
5039,Kurozuka,6.93,"Action, Drama, Historical, Horror, Romance, Sci-Fi, Vampire",12,TV,Madhouse,33820,R - 17+ (violence & profanity),Sony Pictures Entertainment,23 min. per ep.,82026
6324,Omamori Himari,6.93,"Action, Harem, Comedy, Demons, Supernatural, Romance, Ecchi, Fantasy",12,TV,Zexcs,141531,R+ - Mild Nudity,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo",24 min. per ep.,201739
21751,Okusama wa Moto Yariman,6.93,Hentai,2,OVA,Circle Tribute,6071,Rx - Hentai,,26 min. per ep.,9745
6194,Stretta The Animation,6.93,Hentai,2,OVA,,5878,Rx - Hentai,Pink Pineapple,30 min. per ep.,9021
8250,Armored Trooper Votoms:Alone Again,6.93,"Action, Drama, Mecha, Military, Sci-Fi",1,OVA,Sunrise,1468,PG-13 - Teens 13 or older,,49 min.,2521
632,Mahoromatic End Year Special,6.93,"Ecchi, Romance, Comedy, Military, Sci-Fi",1,Special,"Gainax, Shaft",4135,R+ - Mild Nudity,,24 min.,6016
29809,3Ping Lovers!☆Ippu Nisai no Sekai e Youkoso♪ The Animation,6.93,Hentai,1,OVA,Office Takeout,6947,Rx - Hentai,Pink Pineapple,31 min.,10666
475,Hotori: Tada Saiwai wo Koinegau,6.93,"Drama, Sci-Fi",1,Movie,Sunrise,2358,PG - Children,,40 min.,5402
36873,Back Street Girls:Gokudolls,6.93,"Comedy, Ecchi, Seinen",10,TV,J.C.Staff,52561,R - 17+ (violence & profanity),Kodansha,24 min. per ep.,94244
33994,Servamp Specials,6.93,"Comedy, Josei",4,Special,,4144,PG-13 - Teens 13 or older,,5 min. per ep.,14528
2669,Doraemon the Movie:Nobita's Little Space War,6.93,"Fantasy, Space",1,Movie,,2787,PG - Children,,1 hr. 38 min.,3355
9798,Mr. Dough and the Egg Princess,6.93,"Adventure, Fantasy",1,Movie,Studio Ghibli,2148,PG-13 - Teens 13 or older,,12 min.,4301
39995,Super Senko-san Time Episode 12,6.93,"Slice of Life, Comedy, Supernatural, Romance",1,Special,Doga Kobo,2889,,,1 min.,8320
2716,Urayasu Tekkin Kazoku,6.93,"Comedy, Shounen",33,TV,Studio Deen,575,R - 17+ (violence & profanity),TBS,7 min. per ep.,1612
1668,Beyblade G Revolution,6.93,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",52,TV,Madhouse,33525,PG - Children,d-rights,20 min. per ep.,38585
4026,Pokemon:Giratina and the Sky Warrior,6.93,"Action, Adventure, Fantasy, Kids",1,Movie,OLM,61594,PG - Children,"Universal Studios, Studio Jack",1 hr. 36 min.,65771
31229,SERVAMP,6.93,"Action, Comedy, Supernatural, Drama, Vampire, Josei",12,TV,"Brain's Base, Platinum Vision",106708,R - 17+ (violence & profanity),"Frontier Works, Lantis, Kadokawa Shoten, AT-X, Sony Music Communications, Hakuhodo DY Music & Pictures, Yomiuri TV Enterprise, Adores, Heroz",24 min. per ep.,200532
1584,Stratos 4 Advance Kanketsu-hen,6.93,"Comedy, Military, Sci-Fi",2,OVA,Studio Fantasia,1496,PG-13 - Teens 13 or older,Bandai Visual,27 min. per ep.,2526
42048,Succubus Stayed Life The Animation,6.93,"Hentai, School",,OVA,,5,Rx - Hentai,Pink Pineapple,30 min.,3807
592,PopoloCrois,6.93,"Adventure, Fantasy",26,TV,TMS Entertainment,681,PG - Children,"Tokyo Movie Shinsha, Tohokushinsha Film Corporation",23 min. per ep.,1639
17635,Koitabi: True Tours Nanto,6.93,Romance,6,Special,P.A. Works,6936,PG-13 - Teens 13 or older,,7 min. per ep.,13484
39606,UzaMaid! My Maid Is Still Seriously Way Too Annoying...,6.93,"Slice of Life, Comedy, Shoujo Ai",1,Special,Doga Kobo,9916,PG-13 - Teens 13 or older,,24 min.,13502
17677,A Farewell to Arms,6.93,"Action, Drama, Sci-Fi",1,Movie,Sunrise,4689,R - 17+ (violence & profanity),,25 min.,8992
1400,Macross 7:The Galaxy is Calling Me,6.93,"Action, Sci-Fi, Adventure, Music, Comedy, Drama, Mecha, Shounen",1,Movie,Production Reed,5167,PG-13 - Teens 13 or older,"Mainichi Broadcasting System, Studio Nue",33 min.,7746
5155,Millennium Old Journal:Tale of Genji,6.93,"Drama, Historical, Romance",11,TV,"TMS Entertainment, Tezuka Productions",3426,R+ - Mild Nudity,"Dentsu, Fuji TV, Asmik Ace, Sony Music Entertainment",22 min. per ep.,12259
17827,A Good Librarian Like a Good Shepherd,6.93,"Harem, Romance, School",12,TV,"Hoods Entertainment, Felix Film",58388,PG-13 - Teens 13 or older,"Hobibox, Brave Hearts, DMM.com Labo, TIS",23 min. per ep.,105260
1710,MegaMan NT Warrior,6.93,"Action, Game, Sci-Fi, Adventure, Comedy, Mecha, Shounen",56,TV,Xebec,21748,PG-13 - Teens 13 or older,"TV Tokyo, Shogakukan-Shueisha Productions, Nihon Ad Systems, Half H.P Studio",21 min. per ep.,31588
36920,Black Shout,6.93,Music,1,Music,,1621,G - All Ages,,1 min.,2120
1151,Dominion,6.93,"Sci-Fi, Comedy, Police, Mecha",4,OVA,Agent 21,7810,PG-13 - Teens 13 or older,Toshiba Entertainment,36 min. per ep.,13540
19859,Yokujou Bazooka The Animation,6.93,Hentai,1,OVA,,3081,Rx - Hentai,Pink Pineapple,26 min.,5177
10014,Shouwa Monogatari,6.93,"Drama, Historical",13,TV,WAO World,1309,PG - Children,,25 min. per ep.,5026
1421,Lupin III: Hemingway Paper no Nazo,6.93,"Action, Adventure, Mystery, Comedy, Seinen",1,Special,Tokyo Movie Shinsha,3125,PG-13 - Teens 13 or older,VAP,1 hr. 32 min.,5090
789,"Momo, Girl God of Death",6.93,"Drama, Fantasy, Psychological, Supernatural",6,TV,"Group TAC, Ginga Ya",22476,PG-13 - Teens 13 or older,Pony Canyon,25 min. per ep.,41384
34209,Meiji Tokyo Renka,6.93,"Harem, Historical, Supernatural, Romance, Shoujo",12,TV,TMS Entertainment,14780,PG-13 - Teens 13 or older,"BS Fuji, MAGES., Tokyo MX, TV Aichi",23 min. per ep.,31953
33019,Reikenzan: Eichi e no Shikaku,6.93,"Comedy, Magic, Fantasy",12,TV,Studio Deen,20824,PG-13 - Teens 13 or older,"Haoliners Animation League, Tencent Animation & Comics",24 min. per ep.,36941
673,My-Hime Specials,6.93,Comedy,27,Special,Sunrise,7841,PG-13 - Teens 13 or older,,1 min. per ep.,10896
5315,Ero Manga Mitai na Koi Shiyo,6.93,Hentai,2,OVA,Flavors Soft,3323,Rx - Hentai,Pink Pineapple,27 min. per ep.,6142
37206,Anima Yell!,6.93,"Comedy, School, Sports",12,TV,Doga Kobo,14610,PG-13 - Teens 13 or older,Jinnan Studio,23 min. per ep.,32420
37259,Hanebado!,6.93,"Seinen, Sports",13,TV,LIDENFILMS,68041,PG-13 - Teens 13 or older,"Kodansha, AT-X, Ultra Super Pictures, TOHO animation, Q-Tec, Sammy, BS11, Contents Seed",24 min. per ep.,125469
37178,Kiratto Pri☆chan,6.93,"Music, Slice of Life, Magic, Shoujo",51,TV,"Tatsunoko Production, Dongwoo A&E",602,PG - Children,,24 min. per ep.,3740
10819,Ranma ½: Tendou-ke no Oyobidenai Yatsura!,6.92,"Comedy, Martial Arts, Slice of Life",1,Special,,2037,PG-13 - Teens 13 or older,,24 min.,3590
17867,Nuki Doki! Tenshi to Akuma no Sakusei Battle,6.92,Hentai,2,OVA,PoRO,7466,Rx - Hentai,,29 min. per ep.,12604
1022,Generator Gawl,6.92,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",12,TV,Tatsunoko Production,3963,PG-13 - Teens 13 or older,,24 min. per ep.,8248
419,Samurai Deeper Kyo,6.92,"Adventure, Comedy, Historical, Supernatural, Samurai, Shounen",26,TV,Studio Deen,29111,PG-13 - Teens 13 or older,Starchild Records,24 min. per ep.,49129
20423,Sunday Without God:Memories,6.92,"Mystery, Fantasy",1,Special,Madhouse,19755,R - 17+ (violence & profanity),,23 min.,26116
5967,Kinnikuman II Sei: Ultimate Muscle,6.92,"Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports",13,TV,Toei Animation,4142,PG-13 - Teens 13 or older,,24 min. per ep.,5731
1028,Princess Arete,6.92,"Fantasy, Magic",1,Movie,Studio 4°C,4769,G - All Ages,"Dentsu, Imagica, Shogakukan, Beyond C., Nichion",1 hr. 45 min.,10161
12255,Carnival Phantasm: Illya-jou,6.92,"Parody, Comedy",1,Special,Lerche,25641,PG - Children,Notes,8 min.,30187
40979,Hero Return,6.92,"Action, Sci-Fi",12,ONA,"Green Monster Team, BigFireBird Animation",2146,,,16 min. per ep.,7187
1049,Gauche the Cellist,6.92,"Music, Kids, Drama, Fantasy",1,Movie,Oh! Production,5698,G - All Ages,Studio Ghibli,1 hr. 3 min.,11974
303,Oh! My Goddess:The Adventures of Mini-Goddess,6.92,"Comedy, Magic, Supernatural",48,TV,OLM,12880,G - All Ages,Bandai Visual,7 min. per ep.,20009
11227,Lagrange:The Flower of Rin-ne,6.92,"Action, Sci-Fi, Comedy, Mecha",12,TV,Xebec,26773,PG-13 - Teens 13 or older,"Production I.G, Bandai Visual, Yomiuri Telecasting, flying DOG, Dwango",23 min. per ep.,59610
1119,Pokemon 4Ever,6.92,"Adventure, Comedy, Kids, Drama, Fantasy",1,Movie,OLM,112636,PG - Children,Studio Jack,1 hr. 19 min.,117119
29101,Grisaia no Kajitsu Specials,6.92,Ecchi,6,Special,8bit,50527,R+ - Mild Nudity,,3 min. per ep.,62307
9693,Moshidora,6.92,"Drama, Sports",10,TV,Production I.G,9886,PG-13 - Teens 13 or older,NHK,24 min. per ep.,19677
750,Binchou-tan,6.92,"Slice of Life, Comedy",12,TV,Studio Deen,4522,G - All Ages,"Bandai Visual, Frontier Works, TBS, Alchemist",12 min. per ep.,9440
24591,"Yo-kai Watch the Movie:It's the Secret of Birth, Meow!",6.92,"Comedy, Kids, Supernatural",1,Movie,OLM,2704,G - All Ages,"GYAO!, BIGFACE",1 hr. 36 min.,3673
20045,IS: Infinite Stratos 2 - Hitonatsu no Omoide,6.92,"Action, Sci-Fi, Harem, Comedy, Mecha",1,OVA,8bit,37814,R+ - Mild Nudity,Lantis,39 min.,48413
10794,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,6.92,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha",1,OVA,8bit,84028,R+ - Mild Nudity,Sony Music Communications,26 min.,99719
40630,Saga Incident,6.92,Music,1,Music,MAPPA,2009,PG-13 - Teens 13 or older,,4 min.,3612
41099,Re-raise,6.92,Music,1,Music,,699,G - All Ages,,3 min.,1037
993,Dual! Parallel Runrun Monogatari Special;,6.92,"Sci-Fi, Harem, Comedy, Drama, Romance, Mecha",1,Special,AIC,3711,PG-13 - Teens 13 or older,,29 min.,4770
20945,Eon Kid,6.92,"Action, Adventure, Comedy, Sci-Fi",26,TV,Daewon Media,2648,G - All Ages,,24 min. per ep.,3384
21431,Brynhildr in the Darkness,6.92,"Drama, Mystery, Sci-Fi, Seinen",13,TV,Arms,181913,R+ - Mild Nudity,VAP,23 min. per ep.,280819
6202,King Fang,6.92,"Adventure, Drama",1,Special,Nippon Animation,336,PG-13 - Teens 13 or older,,1 hr. 10 min.,688
229,Ninja Nonsense,6.92,"Comedy, Parody, Martial Arts",12,TV,ufotable,17164,R - 17+ (violence & profanity),"Toshiba Entertainment, Happinet Pictures",24 min. per ep.,30291
35905,The Ryuo's Work is Never Done!,6.92,"Comedy, Game, Slice of Life",12,TV,Project No.9,70486,PG-13 - Teens 13 or older,"AT-X, Magic Capsule, Nippon Columbia, KlockWorx, BS Fuji, Tokyo MX, Hakuhodo DY Music & Pictures, Radio Osaka, Aquamarine, Dream Shift",23 min. per ep.,133518
4786,Kodomo no Jikan Recap,6.92,"Comedy, Ecchi, School",1,OVA,Diomedéa,7629,R - 17+ (violence & profanity),,1 hr. 26 min.,11032
45598,TONIKAWA:Over The Moon For You Episode 12.5 – Flashbacks,6.92,"Comedy, Romance, Shounen",1,Special,Seven Arcs,11566,PG-13 - Teens 13 or older,,23 min.,18657
5031,Cobra The Animation: Time Drive,6.92,"Action, Adventure, Space, Sci-Fi",2,OVA,Magic Bus,2173,R+ - Mild Nudity,,30 min. per ep.,3526
4651,Crayon Kingdom of Dreams,6.92,"Adventure, Fantasy, Comedy, Shoujo",70,TV,Toei Animation,742,G - All Ages,,24 min. per ep.,2727
34552,Dream Festival! R,6.92,Music,12,ONA,Bandai Namco Pictures,2002,PG-13 - Teens 13 or older,,23 min. per ep.,4074
31909,Wakaba Girl Special,6.92,"Comedy, Slice of Life",1,Special,Nexus,6128,PG-13 - Teens 13 or older,NBCUniversal Entertainment Japan,8 min.,7563
34280,Gamers!,6.92,"Game, Comedy, Romance, School",12,TV,Pine Jam,313233,PG-13 - Teens 13 or older,"Sony Pictures Entertainment, Frontier Works, Sotsu, Kadokawa Shoten, AT-X, NBCUniversal Entertainment Japan, Tokyo MX, i0+, Chugai Mining, BS11",24 min. per ep.,455313
1762,The Heroic Legend of Arslan,6.92,"Action, Adventure, Drama, Fantasy, Historical",6,OVA,"J.C.Staff, animate Film",7093,PG-13 - Teens 13 or older,"Production I.G, Kadokawa Shoten, Movic, Sony Music Entertainment, Aubec",37 min. per ep.,18138
34290,Kirakira☆Precure A La Mode,6.92,"Action, Fantasy, Magic, Shoujo, Slice of Life",49,TV,Toei Animation,2780,G - All Ages,"Asatsu DK, Asahi Broadcasting, ABC Animation, Echoes",24 min. per ep.,8201
3359,Amatsuki,6.92,"Action, Demons, Fantasy, Historical, Shoujo, Supernatural",13,TV,Studio Deen,30131,PG-13 - Teens 13 or older,"Frontier Works, Sotsu",23 min. per ep.,52716
2751,Miyori's Forest,6.92,"Slice of Life, Fantasy, Drama",1,Special,Nippon Animation,4622,G - All Ages,"Fuji TV, Atelier Musa",1 hr. 47 min.,10519
1587,Ghost Slayers Ayashi,6.92,"Supernatural, Demons, Historical",25,TV,Bones,4902,R - 17+ (violence & profanity),"Aniplex, Mainichi Broadcasting System",23 min. per ep.,14702
33372,Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki,6.92,"Action, Comedy, Magic, Fantasy",1,OVA,Studio PuYUKAI,31858,PG-13 - Teens 13 or older,,30 min.,46798
38050,Shoujo☆Kageki Revue Starlight Specials,6.92,Comedy,3,Special,Kinema Citrus,2874,PG-13 - Teens 13 or older,Bushiroad,8 min. per ep.,5410
38431,Persona 5 the Animation TV Specials,6.92,"Action, Supernatural, Fantasy, School",2,Special,CloverWorks,14993,R - 17+ (violence & profanity),,50 min. per ep.,22822
39991,Promare: Galo-hen,6.92,"Action, Sci-Fi, Super Power, Mecha",1,ONA,Trigger,12701,PG-13 - Teens 13 or older,XFLAG,10 min.,15707
1457,Key the Metal Idol,6.92,"Action, Sci-Fi, Music, Psychological, Drama, Mecha",15,OVA,Studio Pierrot,4960,PG-13 - Teens 13 or older,"VIZ Media, Pony Canyon, Fuji TV, Fuji Creative",34 min. per ep.,15722
30896,Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Encore Animation,6.92,Comedy,1,Special,Sunrise,2667,PG-13 - Teens 13 or older,,4 min.,4823
1797,Animation Runner Kuromi,6.92,"Comedy, Parody, Drama",1,OVA,Yumeta Company,5548,PG-13 - Teens 13 or older,DAX Production,38 min.,8370
1568,Sumomomo Momomo: Chijou Saikyou no Yome,6.91,"Action, Comedy, Romance, Martial Arts, Seinen",22,TV,Studio Hibari,26418,PG-13 - Teens 13 or older,"TV Asahi, Square Enix, Lantis, Movic",24 min. per ep.,53105
1504,Macross Flash Back 2012,6.91,"Drama, Mecha, Military, Sci-Fi",1,OVA,,5441,PG-13 - Teens 13 or older,Big West,30 min.,7693
28625,The Empire of Corpses,6.91,"Sci-Fi, Historical, Psychological",1,Movie,Wit Studio,29639,R - 17+ (violence & profanity),,2 hr.,64965
22347,Pandra The Animation: Shiroki Yokubou Kuro no Kibou,6.91,"Fantasy, Hentai, Supernatural, Demons",2,OVA,,3429,Rx - Hentai,"Pink Pineapple, T-Rex",27 min. per ep.,6450
36792,Eromanga-sensei OVA,6.91,"Comedy, Drama, Ecchi, Romance",2,OVA,A-1 Pictures,54358,PG-13 - Teens 13 or older,,23 min. per ep.,82090
2006,Yu☆Gi☆Oh! (Movie),6.91,"Game, Adventure, Comedy, Fantasy, Shounen",1,Movie,Toei Animation,37601,PG - Children,,30 min.,43429
10351,Tenchi Muyou! Ryououki 2nd Season Picture Drama,6.91,"Comedy, Sci-Fi, Shounen, Space",1,Special,,3741,PG-13 - Teens 13 or older,"AIC, Pioneer LDC",7 min.,5085
9347,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,6.91,"Harem, Comedy, Romance, Vampire, Fantasy",1,OVA,"feel., Zexcs",18994,PG-13 - Teens 13 or older,,24 min.,24849
19365,Samurai Flamenco,6.91,"Action, Comedy, Parody, Super Power",22,TV,Manglobe,45061,R - 17+ (violence & profanity),"Aniplex, Dentsu, Movic, Fuji TV, Kyoraku Industrial Holdings, DeNA",23 min. per ep.,114702
3754,Tongari Boushi no Memole,6.91,"Fantasy, Magic, Shoujo",50,TV,Toei Animation,963,G - All Ages,,24 min. per ep.,1976
37623,Modest Heroes,6.91,"Action, Adventure, Drama, Fantasy",3,Movie,Studio Ponoc,9800,G - All Ages,"Dentsu, Toho, Nippon Television Network",18 min. per ep.,15750
34107,Iizuka-senpai x Blazer: Ane Kyun! yori The Animation,6.91,Hentai,1,OVA,T-Rex,3441,Rx - Hentai,BOOTLEG,15 min.,5424
39478,Shingeki no Kyojin in the Dome: Heishi-tachi no Hoshizora,6.91,"Military, Shounen, Space",1,Movie,,2667,R - 17+ (violence & profanity),,20 min.,14292
22663,World Break:Aria of Curse for a Holy Swordsman,6.91,"Action, Fantasy, Harem, Romance, School, Supernatural",12,TV,Diomedéa,172278,R - 17+ (violence & profanity),Sotsu,24 min. per ep.,236854
9675,The World God Only Knows:Flag 0,6.91,"Comedy, Shounen, Supernatural",1,OVA,Manglobe,42319,PG-13 - Teens 13 or older,,1 min.,54661
26453,Tribe Cool Crew,6.91,"Music, School",50,TV,"Sunrise, Bandai Namco Pictures",1269,PG - Children,"Avex Entertainment, Bandai, Nagoya Broadcasting Network",20 min. per ep.,4386
10122,Kowarekake no Orgel Special,6.91,"Sci-Fi, Slice of Life, Drama, Seinen",1,Special,ElectromagneticWave,7337,G - All Ages,,8 min.,9329
31559,Prince of Stride:Alternative,6.91,"Sports, Drama, School",12,TV,Madhouse,81521,PG-13 - Teens 13 or older,Media Factory,24 min. per ep.,144075
981,Ichigo 100% Original DVD Animation,6.91,"Comedy, Ecchi, Harem, Romance, School, Shounen",4,OVA,Madhouse,19604,PG-13 - Teens 13 or older,,29 min. per ep.,24411
17113,Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,6.91,"Adventure, Comedy, Seinen",1,Movie,Shin-Ei Animation,1823,G - All Ages,"TV Asahi, Asatsu DK",1 hr. 36 min.,2444
11009,Pokemon 4D:Pikachu's Ocean Adventure,6.91,"Adventure, Comedy, Fantasy, Kids",1,Movie,OLM,5792,PG - Children,,14 min.,8159
1258,Saint Seiya: Kamigami no Atsuki Tatakai,6.91,"Adventure, Sci-Fi, Shounen",1,Movie,Toei Animation,11369,PG-13 - Teens 13 or older,,45 min.,14133
3837,Mashin Eiyuuden Wataru,6.91,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",45,TV,Sunrise,795,G - All Ages,Atelier Musa,24 min. per ep.,2120
27539,Pikmin Short Movies,6.91,"Kids, Fantasy",3,Movie,Dynamo Pictures,847,G - All Ages,Nintendo,7 min. per ep.,1244
10191,Katte ni Kaizou,6.91,"Comedy, Parody, School, Sci-Fi, Shounen",6,OVA,Shaft,10717,R+ - Mild Nudity,,23 min. per ep.,26686
10592,s.CRY.ed Alteration I: Tao,6.91,"Action, Sci-Fi, Adventure, Super Power, Shounen",1,Movie,Sunrise,1574,PG-13 - Teens 13 or older,,1 hr. 36 min.,4490
2595,D.C.II: Da Capo II,6.91,"Drama, Ecchi, Romance, School",13,TV,feel.,20542,PG-13 - Teens 13 or older,Starchild Records,25 min. per ep.,32907
3432,Super Demon Hero Wataru,6.91,"Action, Adventure, Comedy, Mecha",51,TV,Sunrise,551,G - All Ages,,24 min. per ep.,1312
873,.hack//roots,6.91,"Adventure, Drama, Fantasy, Game, Sci-Fi",26,TV,Bee Train,41609,PG-13 - Teens 13 or older,"TV Tokyo, Bandai Visual, CyberConnect2",24 min. per ep.,66696
29785,"Actually, I am...",6.91,"Comedy, Supernatural, Romance, Vampire, Fantasy, School, Shounen",13,TV,"TMS Entertainment, 3xCube",125484,PG-13 - Teens 13 or older,"TV Tokyo, Sotsu, MediaNet, Pony Canyon, AT-X, DAX Production, Asmik Ace, Akita Shoten, TMS Music",23 min. per ep.,196274
811,I''s Pure,6.91,"Comedy, Drama, Ecchi, Romance, School",6,OVA,"Studio Pierrot, Arms",14848,R+ - Mild Nudity,,27 min. per ep.,22823
126,Futakoi Alternative,6.91,"Comedy, Drama, Romance",13,TV,"ufotable, feel., Studio Flag",13965,PG-13 - Teens 13 or older,Lantis,24 min. per ep.,28297
40763,SHOW BY ROCK!! Mashumairesh!!,6.91,"Music, Comedy",12,TV,Kinema Citrus,3235,PG-13 - Teens 13 or older,"Dentsu, Sotsu, Pony Canyon, Sanrio, KlockWorx, Polygon Pictures, 81 Produce, Tokyo MX, Hokkaido Cultural Broadcasting, Sammy, FuRyu, Sony Music Solutions",23 min. per ep.,9700
7669,"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi",6.91,"Comedy, Fantasy, School",1,OVA,Production I.G,12789,PG-13 - Teens 13 or older,"Lantis, Pony Canyon, Enterbrain, Kadokawa Contents Gate, T.O Entertainment",15 min.,17659
1020,Mirage of Blaze:Rebels of the River Edge,6.91,"Action, Romance, Supernatural, Historical, Drama, Shoujo, Shounen Ai",3,OVA,Madhouse,5168,R - 17+ (violence & profanity),Aniplex,30 min. per ep.,9058
1489,Renkin San-kyuu Magical? Pokaan Specials,6.91,"Comedy, Parody, Magic, Ecchi, Vampire",3,Special,Remic,4454,R+ - Mild Nudity,"Genco, Lantis, Media Factory",14 min. per ep.,6413
39591,Persona 5 the Animation Specials,6.91,"Slice of Life, Comedy",2,Special,CloverWorks,4021,R - 17+ (violence & profanity),,20 min. per ep.,8822
9367,Freezing,6.91,"Action, Sci-Fi, Harem, Drama, Romance, Ecchi, Martial Arts, Seinen",12,TV,A.C.G.T.,197607,R+ - Mild Nudity,"Media Factory, Eswood",24 min. per ep.,268974
1844,CLAMP School Detectives,6.91,"Action, Mystery, Comedy, Shoujo",26,TV,Studio Pierrot,5539,G - All Ages,Bandai Visual,24 min. per ep.,11517
30891,Oni Chichi: Refresh♥,6.91,Hentai,4,OVA,PoRO,6863,Rx - Hentai,,18 min. per ep.,14804
1942,Rocket Girls,6.91,"Adventure, Sci-Fi, Space",12,TV,Mook DLE,3001,PG-13 - Teens 13 or older,Happinet Pictures,23 min. per ep.,7104
32151,Senki Zesshou Symphogear GX: Senki Zesshou Shinai Symphogear,6.91,"Sci-Fi, Music, Slice of Life, Comedy",4,Special,Satelight,3118,PG-13 - Teens 13 or older,Starchild Records,8 min. per ep.,5261
30363,The Testament of Sister New Devil:Burst,6.91,"Action, Ecchi, Fantasy, Romance, Harem, Demons",10,TV,Production IMS,211758,R+ - Mild Nudity,"Kadokawa Shoten, Nippon Columbia",23 min. per ep.,277156
405,Blood:The Last Vampire,6.91,"Horror, Supernatural, Vampire",1,Movie,Production I.G,70311,R - 17+ (violence & profanity),"Aniplex, Sony Interactive Entertainment",48 min.,92672
3868,Versailles no Bara: Seimei Aru Kagiri Aishite,6.91,"Historical, Drama, Romance, Shoujo",1,Movie,,1032,PG-13 - Teens 13 or older,Tokyo Movie Shinsha,1 hr. 30 min.,2898
169,Lunar Legend Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",12,TV,J.C.Staff,77659,R - 17+ (violence & profanity),"TBS, Rondo Robe, Movic",24 min. per ep.,135721
38161,Case File nº221:Kabukicho,6.91,"Mystery, Comedy, Drama",24,TV,Production I.G,16715,,"Mainichi Broadcasting System, Movic, Glovision, DMM pictures, Kadokawa",24 min. per ep.,67651
3313,Montana Jones,6.91,"Adventure, Mystery, Comedy, Historical",52,TV,Studio Junio,747,G - All Ages,NHK,23 min. per ep.,1461
